0.114922, 1.4054, -9.69652, 0.00272708, -0.057814, 0.0149989
0.0981623, 1.39103, -9.69412, 0.0035452, -0.059723, 0.0144535
0.105345, 1.403, -9.67976, 0.00327249, -0.0594503, 0.0163625
0.107739, 1.39821, -9.70131, 0.00327249, -0.0605411, 0.0149989
0.100556, 1.39343, -9.68694, 0.00299978, -0.0594503, 0.0139081
0.100556, 1.40061, -9.68694, 0.00572686, -0.0599957, 0.0125446
0.107739, 1.39343, -9.69891, 0.00490874, -0.0608138, 0.0152716
0.107739, 1.39582, -9.70131, 0.00245437, -0.0594503, 0.0160898
0.0957681, 1.39343, -9.67018, 0.00136354, -0.0599957, 0.0152716
0.110133, 1.403, -9.66779, 0.000818123, -0.0586321, 0.0163625
0.102951, 1.40779, -9.663, 0.00163625, -0.0616319, 0.0160898
0.0957681, 1.403, -9.70131, 0.00327249, -0.0589049, 0.0174533
0.107739, 1.4054, -9.69412, 0.00381791, -0.0589049, 0.0163625
0.0957681, 1.40779, -9.68215, 0.00272708, -0.0589049, 0.0139081
0.100556, 1.4054, -9.69412, 0.00218166, -0.0605411, 0.0152716
0.102951, 1.41258, -9.70609, 0.00327249, -0.0594503, 0.0160898
0.0957681, 1.41258, -9.69652, 0.0035452, -0.0610865, 0.0163625
0.105345, 1.40061, -9.69652, 0.00272708, -0.0580867, 0.015817
0.107739, 1.41737, -9.68455, 0.00599957, -0.0602684, 0.0163625
0.100556, 1.41018, -9.69412, 0.00272708, -0.0605411, 0.0141808
0.107739, 1.4054, -9.69412, 0.00409061, -0.057814, 0.0163625
0.107739, 1.403, -9.69173, 0.0035452, -0.0619046, 0.0144535
0.0981623, 1.39821, -9.69412, 0.00299978, -0.0602684, 0.0139081
0.107739, 1.40779, -9.67976, 0.0035452, -0.0591776, 0.015817
0.117316, 1.40779, -9.70131, 0.00490874, -0.0586321, 0.0122718
0.112527, 1.40061, -9.70131, 0.00272708, -0.0602684, 0.0139081
0.100556, 1.40779, -9.69173, 0.0035452, -0.0589049, 0.0149989
0.110133, 1.4054, -9.68455, 0.0035452, -0.0572686, 0.015817
0.114922, 1.4054, -9.69173, 0.00299978, -0.059723, 0.0139081
0.105345, 1.40061, -9.69891, 0.00272708, -0.0616319, 0.0147262
0.100556, 1.4054, -9.68455, 0.0035452, -0.059723, 0.015817
0.107739, 1.40779, -9.69652, 0.00190895, -0.0605411, 0.0147262
0.105345, 1.41258, -9.69652, 0.00245437, -0.0608138, 0.015817
0.102951, 1.40061, -9.69173, 0.00436332, -0.057814, 0.0152716
0.107739, 1.41018, -9.69891, 0.00463603, -0.0610865, 0.015817
0.107739, 1.4054, -9.68933, 0.00409061, -0.0608138, 0.015817
0.112527, 1.40061, -9.69412, 0.00409061, -0.0589049, 0.0163625
0.110133, 1.4054, -9.68455, 0.00327249, -0.0591776, 0.015817
0.107739, 1.40779, -9.68933, 0.00518145, -0.0589049, 0.0136354
0.112527, 1.41018, -9.69412, 0.00327249, -0.0589049, 0.0152716
0.107739, 1.40779, -9.68933, 0.00272708, -0.059723, 0.0152716
0.107739, 1.40779, -9.69891, 0.00409061, -0.0610865, 0.01309
0.110133, 1.40779, -9.69652, 0.00163625, -0.0608138, 0.0155443
0.100556, 1.41018, -9.69891, 0.0035452, -0.0605411, 0.0149989
0.0981623, 1.40779, -9.69412, 0.00518145, -0.0583594, 0.0163625
0.0981623, 1.403, -9.69891, 0.00381791, -0.059723, 0.0125446
0.107739, 1.41018, -9.68933, 0.00409061, -0.0586321, 0.0128173
0.0957681, 1.403, -9.68933, 0.0035452, -0.0608138, 0.0144535
0.100556, 1.4054, -9.68933, 0.00436332, -0.057814, 0.015817
0.100556, 1.403, -9.68933, 0.00272708, -0.0610865, 0.0147262
0.117316, 1.403, -9.67497, 0.0035452, -0.0591776, 0.0149989
0.100556, 1.40779, -9.68694, 0.00245437, -0.0608138, 0.0149989
0.102951, 1.39582, -9.69173, 0.00190895, -0.0589049, 0.0149989
0.114922, 1.41018, -9.68933, 0.00190895, -0.0580867, 0.0147262
0.107739, 1.40779, -9.69173, 0.00381791, -0.0594503, 0.0169079
0.100556, 1.4054, -9.69891, 0.00490874, -0.0605411, 0.0147262
0.110133, 1.403, -9.68933, 0.0035452, -0.0589049, 0.0155443
0.102951, 1.40779, -9.69891, 0.00436332, -0.0591776, 0.0141808
0.110133, 1.40779, -9.68455, 0.00545415, -0.0589049, 0.0155443
0.102951, 1.403, -9.70131, 0.00545415, -0.0608138, 0.0141808
0.107739, 1.41018, -9.68694, 0.00599957, -0.0599957, 0.0160898
0.110133, 1.4054, -9.68933, 0.00409061, -0.0580867, 0.0144535
0.110133, 1.403, -9.69412, 0.00436332, -0.0599957, 0.015817
0.105345, 1.41497, -9.71088, 0.00381791, -0.059723, 0.015817
0.107739, 1.4054, -9.69412, 0.00545415, -0.059723, 0.0147262
0.105345, 1.40061, -9.69891, 0.00409061, -0.0605411, 0.0155443
0.100556, 1.41497, -9.68694, 0.00299978, -0.0583594, 0.0166352
0.105345, 1.403, -9.69173, 0.00299978, -0.0602684, 0.0139081
0.114922, 1.40779, -9.68455, 0.00272708, -0.0610865, 0.015817
0.100556, 1.41018, -9.69891, 0.00272708, -0.0594503, 0.0152716
0.112527, 1.403, -9.69173, 0.00545415, -0.0594503, 0.0136354
0.105345, 1.4054, -9.69891, 0.00272708, -0.059723, 0.0141808
0.102951, 1.403, -9.69652, 0.00272708, -0.0594503, 0.0152716
0.110133, 1.40779, -9.68455, 0.00490874, -0.0564505, 0.0149989
0.102951, 1.403, -9.70131, 0.00436332, -0.0602684, 0.015817
0.105345, 1.41737, -9.68215, 0.00409061, -0.0594503, 0.0136354
0.105345, 1.403, -9.69891, 0.00299978, -0.0608138, 0.0149989
0.105345, 1.403, -9.68933, 0.00409061, -0.0594503, 0.015817
